Product order name;product_order_date;comment;factory;status;create_date;order_number;order_date;product_name;qty
ПКНФ-001136;11.11.2025;7209.1.2 - Установка подачи воды для пожаротушения;Новороссийская ( внс и пнс);В работе;11.11.2025;ПКНФ-00880 ;31.10.2025;7209.1.2 Установка подачи воды для пожаротушения;1
ПКНФ-001235;02.12.2025;7030.1- КНС (Основное) ;Васюринская;В работе;02.12.2025;ПКНФ-00918 ;20.11.2025;Канализационная насосная станция в корпусе из стеклопластика  КСС-КНС-3000-7000 Q=150 м3/ч, H=25 м;1
ПКНФ-001311;15.12.2025;579ШУ КНС + 2 ПЛАВНИКА С 5271 СИРИУС НЕСКУЧНЫЙ САД;Тихорецкая ( только для шу с 0;В работе;15.12.2025;ПКНФ-00952 ;08.12.2025;579 КСС ШУКПП- 2/3 -30кВт +Расходомер+УХЛ1;1
ПКНФ-001317;15.12.2025;7550 - КНС (Основное)+ склад резерв (159тыс);Васюринская;В работе;15.12.2025;ПКНФ-00838 ;27.11.2025;Канализационная насосная станция в корпусе из  стеклопластика КСС-КНС-1-2400-3900;1
ПКНФ-001345;15.12.2025;7719.6 - ЕНП (Основное);Васюринская;В работе;15.12.2025;ПКНФ-00960 ;12.12.2025;Емкость накопительная питьевая КСС-ЕНП-10, D=2000 мм, L=3400 мм, объем 10 м3;1
ПКНФ-001436;25.12.2025;7649.6 - КОС (Основное);Васюринская;В работе;25.12.2025;ПКНФ-00950 ;08.12.2025;Канализационные очистные сооружения, усиленные ребрами Полипропилен/Металл BAZMAN КОС-ПП 10-УФ (м3/с;1
ПКНФ-001437;25.12.2025;7649.7 - КОС (Основное);Васюринская;В работе;25.12.2025;ПКНФ-00950 ;08.12.2025;Канализационные очистные сооружения, усиленные ребрами Полипропилен/Металл BAZMAN КОС-ПП 33-УФ (м3/с;1
ПКНФ-001439;25.12.2025;7649.3 - ЕНП (Основное);Васюринская;В работе;25.12.2025;ПКНФ-00950 ;08.12.2025;Емкость накопительная питьевая из стеклопластика КСС-ЕНП-120, D=3200 мм, L=15100 мм, объем 120 м3;1
ПКНФ-001441;25.12.2025;7649.2 - ПНС в корпусе (Основное);Васюринская;В работе;25.12.2025;ПКНФ-00950 ;08.12.2025;Насосная станция пожаротушения КСС-П-3 NIS200-150-400-75-ЖН CDM3-8-ГА80-АВР-2ЭЗ-РК в блок-боксе с га;1
ПКНФ-001468;29.12.2025;6176.1 - ГКНС (Основное);Васюринская;В работе;29.12.2025;ПКНФ-00980 ;26.12.2025;Канализационная насосная станция КСС-ГКНС-1-3600-15000, на базе насосов 200WQ270-10-11;1
ПКНФ-001469;29.12.2025;6176.2 - ГКНС (Основное) обратный клапан берем со склада;Васюринская;В работе;29.12.2025;ПКНФ-00980 ;26.12.2025;Канализационная насосная станция КСС-ГКНС-2-3600-13000, на базе насосов 50WQ10-7-0.55;1
ПКНФ-001470;29.12.2025;6176.3 - ПНС в корпусе (Основное);Васюринская;В работе;29.12.2025;ПКНФ-00980 ;26.12.2025;Насосная станция пожаротушения вкорпусе КСС-ПНС-4000-5000 CDM85-3-2-АВР-РК;1
ПКНФ-001472;30.12.2025;5588 - станция очистки (компл);Васюринская;В работе;30.12.2025;ПКНФ-00975 ;24.12.2025;Станция очистки бытовых сточных вод серии ""ТРИУМФ - 20 лонг"", КНС, УФ с/т;1
