order_name;status;contragent;dogovor;manager;order_number;order_date;scheme_date;logistic_date;create_date;payment_amount;payment_current;product_name;qty
Блок Б для КСС //// 803 565,31;Отгружен ч;ИНТЭК ООО;Договор 501/24;Сидоренко Александр;ПКНФ-00351 ;15.11.2024;;15.11.2024;15.11.2024;673215.17;673215.17;Монтажная гильза 25 PX (100) ;100
Блок Б для КСС //// 803 565,31;Отгружен ч;ИНТЭК ООО;Договор 501/24;Сидоренко Александр;ПКНФ-00351 ;15.11.2024;;15.11.2024;15.11.2024;673215.17;673215.17;Тройник с уменьшенным боковым и торцевым проходами 20-16-16 PX (10) ;23
Блок Б для КСС //// 803 565,31;Отгружен ч;ИНТЭК ООО;Договор 501/24;Сидоренко Александр;ПКНФ-00351 ;15.11.2024;;15.11.2024;15.11.2024;673215.17;673215.17;Отоп.труба РЕХАУ BLACK 20х2,8 мм, бухта 180 м (1440)  (ст. арт. 11331791180);540
5415 - ЕН и ВНС и ПНС, 9- 13 раб недель, Договор 552/24 ;Отгружен ч;МАРС-Р ЗАО;Договор поставки №522/24;Собиев Олег;ПКНФ-00389;13.12.2024;09.01.2025;13.12.2024;13.12.2024;24883300;22349970;Емкость накопительная питьевая, КСС-ЕНП-4 45,5, D=3000 мм, L=6600 мм, объем 46,5 м3;4
5415 - ЕН и ВНС и ПНС, 9- 13 раб недель, Договор 552/24 ;Отгружен ч;МАРС-Р ЗАО;Договор поставки №522/24;Собиев Олег;ПКНФ-00389;13.12.2024;09.01.2025;13.12.2024;13.12.2024;24883300;22349970;Насосная станция повышения давления в корпусе на базе установки повышения давления КСС-МЧ-2 CDM65-2-;1
5415 - ЕН и ВНС и ПНС, 9- 13 раб недель, Договор 552/24 ;Отгружен ч;МАРС-Р ЗАО;Договор поставки №522/24;Собиев Олег;ПКНФ-00389;13.12.2024;09.01.2025;13.12.2024;13.12.2024;24883300;22349970;Емкость накопительная, КСС-ЕН-5 50 D=3000 мм, L=7300 мм, объем 50 м3;1
5415 - ЕН и ВНС и ПНС, 9- 13 раб недель, Договор 552/24 ;Отгружен ч;МАРС-Р ЗАО;Договор поставки №522/24;Собиев Олег;ПКНФ-00389;13.12.2024;09.01.2025;13.12.2024;13.12.2024;24883300;22349970;Емкость накопительная питьевая, КСС-ЕНП-1 43,5, D=3000 мм, L=6100 мм, объем 43,5 м3,;3
5415 - ЕН и ВНС и ПНС, 9- 13 раб недель, Договор 552/24 ;Отгружен ч;МАРС-Р ЗАО;Договор поставки №522/24;Собиев Олег;ПКНФ-00389;13.12.2024;09.01.2025;13.12.2024;13.12.2024;24883300;22349970;Емкость накопительная из стеклопластика КСС-ЕН-2 20, D=2000 мм, L=6600 мм, объем 20 м3;1
5415 - ЕН и ВНС и ПНС, 9- 13 раб недель, Договор 552/24 ;Отгружен ч;МАРС-Р ЗАО;Договор поставки №522/24;Собиев Олег;ПКНФ-00389;13.12.2024;09.01.2025;13.12.2024;13.12.2024;24883300;22349970;Насосная станция повышения давления в корпусе базе установки повышения давления КСС-МЧ-2 CDM5-4+СХ+Г;1
5415 - ЕН и ВНС и ПНС, 9- 13 раб недель, Договор 552/24 ;Отгружен ч;МАРС-Р ЗАО;Договор поставки №522/24;Собиев Олег;ПКНФ-00389;13.12.2024;09.01.2025;13.12.2024;13.12.2024;24883300;22349970;Насосная станция пожаротушения в корпусе установки пожаротушения КСС-П-2 CDM20-2+АВР+2ЭЗ;1
5415 - ЕН и ВНС и ПНС, 9- 13 раб недель, Договор 552/24 ;Отгружен ч;МАРС-Р ЗАО;Договор поставки №522/24;Собиев Олег;ПКНФ-00389;13.12.2024;09.01.2025;13.12.2024;13.12.2024;24883300;22349970;Емкость накопительная питьевая  КСС-ЕНП-3 46,5, D=3000 мм, L=6600 мм;4
5901- На основании OFERTA Nº 24122001 от 20.12.2024 г.  17-19 нед. доставка,  монтаж, пнр.;к отгрузке;РОМЕКС-КУБАНЬ ООО;Договор №312/23;Сидоренко Александр;ПКНФ-00423 ;22.01.2025;;22.01.2025;22.01.2025;37500000;37500000;Усреднительный резервуар 75 ( емкость накопительная);1
5901- На основании OFERTA Nº 24122001 от 20.12.2024 г.  17-19 нед. доставка,  монтаж, пнр.;к отгрузке;РОМЕКС-КУБАНЬ ООО;Договор №312/23;Сидоренко Александр;ПКНФ-00423 ;22.01.2025;;22.01.2025;22.01.2025;37500000;37500000;Блок наземных технологических павильонов:;1
5901- На основании OFERTA Nº 24122001 от 20.12.2024 г.  17-19 нед. доставка,  монтаж, пнр.;к отгрузке;РОМЕКС-КУБАНЬ ООО;Договор №312/23;Сидоренко Александр;ПКНФ-00423 ;22.01.2025;;22.01.2025;22.01.2025;37500000;37500000;Блок подземных резервуаров биологической очистки Блок вертикальных пескоуловителей КНС подачи очищ;1
5901- На основании OFERTA Nº 24122001 от 20.12.2024 г.  17-19 нед. доставка,  монтаж, пнр.;к отгрузке;РОМЕКС-КУБАНЬ ООО;Договор №312/23;Сидоренко Александр;ПКНФ-00423 ;22.01.2025;;22.01.2025;22.01.2025;37500000;37500000;Канализационная насосная станция 50м3 напор 15м ( ксс);1
5125 - скорректировать сумму Аэротерминал, аванс, монтаж и оборудование (изделие списать перемещением, наряд отправить с первой отгрузкой);В работе;АЭРОТЕРМИНАЛ ООО;Договор субподряда №АТ-24-Д450;Сидоренко Александр;ПКНФ-00427 ;28.01.2025;;28.01.2025;28.01.2025;20087877;10043938.83;КСС-МЧ4-SMM100-65-200-30_2 +АВР+ЭЗ;1
4386 - ПНС, 12-14 недель, Доставка товара включена в стоимость ;к отгрузке;АГРОСТРОЙПОДРЯД ООО;Договор №406/24;Собиев Олег;ПКНФ-00476 ;20.03.2025;;20.03.2025;20.03.2025;7553500;7103500;Насосная станция пожаротушения в корпусе КСС-ПНС-4200-3900 КСС-П-2 NIS200-150-400G/90+АВР+ЖНCDM3-13+;1
6055 - КНС, пуско-наладка, доставка включена. корпус 6-7 нед, насосы 9-11 нед. ;к отгрузке;КМКК ЗАО;Договор поставки №404;Салогуб Денис;ПКНФ-00531 ;17.04.2025;;17.04.2025;17.04.2025;8430000;8050000;Канализационная насосная станция из стеклопластика КСС-КНС-4200-6300, на базе насосов CNP 200WQ400-3;1
6574 - КР, ЛОС, УФ (5-8 нед), ХОЗ. БЫТ (10-11 нед),. Доставка, ПНР включены.;к отгрузке;РОМЕКС-КУБАНЬ ООО;Договор №312/23;Сидоренко Александр;ПКНФ-00594 ;21.05.2025;19.06.2025;07.07.2025;21.05.2025;12954000;12954000;Колодец распределительный стеклопластиковый КСС- КР, D=2000 мм, Н=2800 мм;1
6574 - КР, ЛОС, УФ (5-8 нед), ХОЗ. БЫТ (10-11 нед),. Доставка, ПНР включены.;к отгрузке;РОМЕКС-КУБАНЬ ООО;Договор №312/23;Сидоренко Александр;ПКНФ-00594 ;21.05.2025;19.06.2025;07.07.2025;21.05.2025;12954000;12954000;КСС-ЛОС-40, производительность 40 л/с, D=2400 мм, L=10000 мм, для глубины заложения трассы до 2500 м;1
6574 - КР, ЛОС, УФ (5-8 нед), ХОЗ. БЫТ (10-11 нед),. Доставка, ПНР включены.;к отгрузке;РОМЕКС-КУБАНЬ ООО;Договор №312/23;Сидоренко Александр;ПКНФ-00594 ;21.05.2025;19.06.2025;07.07.2025;21.05.2025;12954000;12954000;Станция очистки хозяйственно- бытовых сточных вод, 10м3/сут;1
5395У - ПНС, 6-9 недель, Доставка до объекта включена;к отгрузке;ЧИСТАЯ ЭНЕРГИЯ ООО;Договор №315/23;Сидоренко Александр;ПКНФ-00636 ;19.11.2025;;19.11.2025;19.11.2025;1188000;300000;Установка пожаротушения Q=108 м3/ч, Н=38,15 м КСС-П-2 CDM85-3+АВР+2ЭЗ;1
6834 СЧЕТ НА РАБОТЫ ОТ ГИДРОСИСТЕМА ( сумма договора 57 053 223,19);В работе;АЭРОТЕРМИНАЛ ООО;Договор субподряда №АТ-25-Д517;Сидоренко Александр;ПКНФ-00639 ;17.06.2025;;17.06.2025;17.06.2025;57053223.19;38590024.07;АВАНС 50% ПО ДОГОВОРУ СУБПОДРЯДА №АТ-25-Д517 от 22.04.2025;1
6661  - ПНС, 6-9 недель;к отгрузке;ПРОМГИДРО ООО;Договор поставки № 637/25;Менеджер;ПКНФ-00709 ;29.07.2025;30.07.2025;09.09.2025;29.07.2025;1335200;1335200;КСС-П-3 EST80-200/220+ЖН EVR4 9+ГА250+2ЭЗ+АВР+РК;1
7050  - ЕН, 7-9 недель, доставка;к отгрузке;ВИРА ООО;Договор поставки № 645/25;Пикалов Владимир ;ПКНФ-00790 ;22.09.2025;;22.09.2025;22.09.2025;868000;868000;Емкость накопительная из стеклопластикаСС-ЕН-22,6, D=2400 мм, L=5000 мм, объем 22,6 м3;1
7417 - ЛОС, согласован с Антоном 5-7 недель, Доставка включена;В работе;ООО СЗ Стройком;Основной договор;Сергеев Дмитрий Владимирович;ПКНФ-00831 ;27.11.2025;;27.11.2025;27.11.2025;2551200;1275600;Модульная установка КСС-ЛОС-120, состоящая из 3 камер, 120 л/с, D=3200 мм, L=12000 мм;1
7417 - ЛОС, согласован с Антоном 5-7 недель, Доставка включена;В работе;ООО СЗ Стройком;Основной договор;Сергеев Дмитрий Владимирович;ПКНФ-00831 ;27.11.2025;;27.11.2025;27.11.2025;2551200;1275600;Ремень стяжной 7,0/14,0/10000 75мм;12
7038 - КНС, 7-9 недель, насосы 9-11 недель, Доставка товара включена в стоимость ;к отгрузке;АКВА СТРОЙ ООО;Договор поставки № 578/25;Марухленко Давид Сергеевич;ПКНФ-00832 ;13.10.2025;;13.10.2025;13.10.2025;5335000;1600500;Канализационная насосная станция в корпусе КСС-КНС-3200-5200, на базе насосов CNP Q=457,2 м3/ч, H=8;1
7038 - КНС, 7-9 недель, насосы 9-11 недель, Доставка товара включена в стоимость ;к отгрузке;АКВА СТРОЙ ООО;Договор поставки № 578/25;Марухленко Давид Сергеевич;ПКНФ-00832 ;13.10.2025;;13.10.2025;13.10.2025;5335000;1600500;Канализационная насосная станция в корпусе КСС-КНС-2400-5700, на базе насосов CNP Q=89 м3/ч, H=15м;1
6167 - КНС, ПОПЛАВКИ 25 МЕТРОВ 6-8 недель, Доставка товара включена в стоимость ;к отгрузке;Славтэк-Юг ООО;Договор поставки № 686/25;Сидоренко Александр;ПКНФ-00836 ;13.10.2025;21.11.2025;15.01.2026;13.10.2025;1473750;1473750;Канализационная насосная станция в корпусе КСС-КНС-2000-3500, на базе насосов CNP Q=200м3/ч, H=30 м;1
7550 - КНС 1 шт, 5-7 недель согласован с Антоном, насосы 9-11 недель , Доставка включена;к отгрузке;ООО СЗ Стройком;Договор поставки № 684/25;Сергеев Дмитрий Владимирович;ПКНФ-00838 ;27.11.2025;;27.11.2025;27.11.2025;2655000;1327500;Канализационная насосная станция в корпусе из  стеклопластика КСС-КНС-1-2400-3900;1
7024 - КНС 2 шт, 7-9 недель, насосы 9-11 недель, Доставка товара включена в стоимость ;к отгрузке;АКВА СТРОЙ ООО;Договор поставки № 578/25;Марухленко Давид Сергеевич;ПКНФ-00841 ;14.10.2025;15.12.2025;02.02.2026;14.10.2025;4924000;1477200;Канализационная насосная станция в корпусе КСС-КНС-1-3200-5400;1
7024 - КНС 2 шт, 7-9 недель, насосы 9-11 недель, Доставка товара включена в стоимость ;к отгрузке;АКВА СТРОЙ ООО;Договор поставки № 578/25;Марухленко Давид Сергеевич;ПКНФ-00841 ;14.10.2025;15.12.2025;02.02.2026;14.10.2025;4924000;1477200;Канализационная насосная станция в корпусе КСС-КНС-2000-3700;1
7187У - ВНС 4шт, срок 3-5 недель, Доставка включена;к отгрузке;ООО СЗ Стройком;Договор поставки № 684/25;Сергеев Дмитрий Владимирович;ПКНФ-00847 ;27.11.2025;;27.11.2025;27.11.2025;1296208;648104;Станция повышенного давления КСС-МЧ-3-CDM3-11+СХ (ПК);4
7209 - ПНС в корпусе, 2шт., 9-11 недель, Доставка товара включена в стоимость  ;к отгрузке;РК-СТРОЙГРУПП ООО;Договор поставки № 697/25;Собиев Олег;ПКНФ-00880 ;31.10.2025;11.11.2025;13.01.2026;31.10.2025;5250000;5250000;Насосная станция пожаротушения в корпусе из стеклопластика КСС-ПНС-3000-14700;2
7030 - КНС, ШУ, 6-8 недель, Самовывоз;к отгрузке;ВДА ИНЖ ООО;Договор №442/24;Салогуб Денис;ПКНФ-00918 ;20.11.2025;;20.11.2025;20.11.2025;2772900;554580;Канализационная насосная станция в корпусе из стеклопластика  КСС-КНС-3000-7000 Q=150 м3/ч, H=25 м;1
7030 - КНС, ШУ, 6-8 недель, Самовывоз;к отгрузке;ВДА ИНЖ ООО;Договор №442/24;Салогуб Денис;ПКНФ-00918 ;20.11.2025;;20.11.2025;20.11.2025;2772900;554580;Шкаф управления двумя насосами, уличное исполнение, плавный пуск, двойной ввод питания с АВР, искроб;1
7416 - ЖУ, 7-9 недель , Доставка товара включена в стоимость ;В работе;ТЕПЛОСТРОЙСЕРВИС ООО;Договор поставки № 713/25;Сидоренко Александр;ПКНФ-00920 ;21.11.2025;23.12.2025;10.02.2026;21.11.2025;114000;114000;Жироуловитель вертикальный КСС-ЖУВ-4 в корпусе из стеклопластика 4 л/с, D=1400 мм, H=2600 мм;1
7799 - ЖУ, 6-8 недель, Самовывоз ;к отгрузке;ОКС ООО;Договор поставки № 720/25;Сергеев Дмитрий Владимирович;ПКНФ-00925 ;26.11.2025;11.12.2025;22.01.2026;26.11.2025;84000;84000;Жироуловитель вертикальный КСС-ЖУВ-3 в корпусе из стеклопластика 3 л/с, D=1000 мм, H=3200 мм;1
7399 - КНС, корпус 7-9 нед, насосы 9-11 нед. Доставка включ. + 7920ШУ передеть наряд! (списан сюда в производство);к отгрузке;ПРОМГРАЖДАНСТРОЙПРОЕКТ ООО;Договор поставки № 641/25;Марухленко Давид Сергеевич;ПКНФ-00930 ;27.11.2025;01.12.2025;27.11.2025;27.11.2025;933000;260000;КСС-КНС-1600-3600, на базе насосов CNP Q=10 м3/ч, H=26,3 м;1
7726 - ВНС и ПНС. Корпус ВНС 6-8 нед, насосы 6-8 нед. Корпус ПНС 9-11 нед., насосы 9-11 нед. Доставка и ПНР включены.;к отгрузке;СЗ ЮГСТРОЙЗАКАЗЧИК ООО;Договор поставки № 718/25;Людвик Мирзоян;ПКНФ-00933 ;15.12.2025;;15.12.2025;15.12.2025;4400000;4400000;Насосная станция повышения давления в корпусе КСС-МЧ-3 CDM15-6-СХ-ГА8-УХЛ1;1
7726 - ВНС и ПНС. Корпус ВНС 6-8 нед, насосы 6-8 нед. Корпус ПНС 9-11 нед., насосы 9-11 нед. Доставка и ПНР включены.;к отгрузке;СЗ ЮГСТРОЙЗАКАЗЧИК ООО;Договор поставки № 718/25;Людвик Мирзоян;ПКНФ-00933 ;15.12.2025;;15.12.2025;15.12.2025;4400000;4400000;Насосная станция пожаротушения в корпусе КСС-П-2 NIS125-100-200-37-АВР-2ЭЗ-РК-УХЛ;1
6228.1 насосы 2 шт , 6-8 недель, Самовывоз;В работе;ИНЖЕНЕРНЫЕ СИСТЕМЫ ЮГА ООО;Договор поставки № 721/25;Сидоренко Александр;ПКНФ-00938 ;03.12.2025;;03.12.2025;03.12.2025;1200000;1200000;Насосы: KQ 50WQ/S218-1.1. длина кабеля – 10м (1 рабочий + 1 резервный) ;2
6228.2 ( в спец 3 насоса!), 6-8 недель, Самовывоз;В работе;ПРОМЕТЕЙ ООО;Договор поставки № 722/25;Менеджер;ПКНФ-00939 ;03.12.2025;04.12.2025;03.12.2025;03.12.2025;1100000;1100000;Насосы: KQ Q=940м3/ч, Н=12м;1
6228 - КНС 2 штуки,  6-8 недель. ( вторая поз добавлена для сосзания производства!!!!!!!);к отгрузке;ВЭС-СТРОЙ (монтаж);Договор поставки № 723/25;Сидоренко Александр;ПКНФ-00940 ;03.12.2025;;03.12.2025;03.12.2025;1766937;1766936;Корпус из армированного стеклопластика для КСС-КНС-1600 -6370;1
6228 - КНС 2 штуки,  6-8 недель. ( вторая поз добавлена для сосзания производства!!!!!!!);к отгрузке;ВЭС-СТРОЙ (монтаж);Договор поставки № 723/25;Сидоренко Александр;ПКНФ-00940 ;03.12.2025;;03.12.2025;03.12.2025;1766937;1766936;Корпус из армированного стеклопластика для КСС-КНС-3800-6340;1
7835 - ЕНП 2шт, Установка УВ-3 2шт, ЕН, 4-6 недель, доставка включена;В работе;АТРИУМ ООО;Договор поставки № 724/25;Сергеев Дмитрий Владимирович;ПКНФ-00942 ;04.12.2025;;04.12.2025;04.12.2025;2109600;2109600;Емкость накопительная питьевая, произведенная из стеклопластика КСС-ЕНП-5, D=1200 мм, L=4500 мм;2
7835 - ЕНП 2шт, Установка УВ-3 2шт, ЕН, 4-6 недель, доставка включена;В работе;АТРИУМ ООО;Договор поставки № 724/25;Сергеев Дмитрий Владимирович;ПКНФ-00942 ;04.12.2025;;04.12.2025;04.12.2025;2109600;2109600;Установка воздухообменная «УВ-3» тип Б;2
7649 - ПНС 5-7 недель, ПНС 10-12 недель, ЕНП 6-8 недель, ЕН 16шт 3-18 недель, ЛОС 6-8 недель, КОС 6-8 недель, КОС 6-8 недель, Доставка включена.;Отгружен ч;АКВА СТРОЙ ООО;Договор поставки № 578/25;Марухленко Давид Сергеевич;ПКНФ-00950 ;08.12.2025;;08.12.2025;08.12.2025;64990000;40000000;Насосная станция повышения давления в корпусе из стеклопластика КСС-BНС-2800-5300;1
7649 - ПНС 5-7 недель, ПНС 10-12 недель, ЕНП 6-8 недель, ЕН 16шт 3-18 недель, ЛОС 6-8 недель, КОС 6-8 недель, КОС 6-8 недель, Доставка включена.;Отгружен ч;АКВА СТРОЙ ООО;Договор поставки № 578/25;Марухленко Давид Сергеевич;ПКНФ-00950 ;08.12.2025;;08.12.2025;08.12.2025;64990000;40000000;Насосная станция пожаротушения КСС-П-3 NIS200-150-400-75-ЖН CDM3-8-ГА80-АВР-2ЭЗ-РК в блок-боксе с га;1
7649 - ПНС 5-7 недель, ПНС 10-12 недель, ЕНП 6-8 недель, ЕН 16шт 3-18 недель, ЛОС 6-8 недель, КОС 6-8 недель, КОС 6-8 недель, Доставка включена.;Отгружен ч;АКВА СТРОЙ ООО;Договор поставки № 578/25;Марухленко Давид Сергеевич;ПКНФ-00950 ;08.12.2025;;08.12.2025;08.12.2025;64990000;40000000;Емкость накопительная питьевая из стеклопластика КСС-ЕНП-120, D=3200 мм, L=15100 мм, объем 120 м3;1
7649 - ПНС 5-7 недель, ПНС 10-12 недель, ЕНП 6-8 недель, ЕН 16шт 3-18 недель, ЛОС 6-8 недель, КОС 6-8 недель, КОС 6-8 недель, Доставка включена.;Отгружен ч;АКВА СТРОЙ ООО;Договор поставки № 578/25;Марухленко Давид Сергеевич;ПКНФ-00950 ;08.12.2025;;08.12.2025;08.12.2025;64990000;40000000;Емкость накопительная из армированного стеклопластика  КСС-ЕН-200, D=4000 мм, L=16000 мм, объем 200;16
7649 - ПНС 5-7 недель, ПНС 10-12 недель, ЕНП 6-8 недель, ЕН 16шт 3-18 недель, ЛОС 6-8 недель, КОС 6-8 недель, КОС 6-8 недель, Доставка включена.;Отгружен ч;АКВА СТРОЙ ООО;Договор поставки № 578/25;Марухленко Давид Сергеевич;ПКНФ-00950 ;08.12.2025;;08.12.2025;08.12.2025;64990000;40000000;Модульная установка локальных очистных сооружений  КСС-ЛОС-160, состоящая из 3 камер (ПО+МБО+СФ) 160;1
7649 - ПНС 5-7 недель, ПНС 10-12 недель, ЕНП 6-8 недель, ЕН 16шт 3-18 недель, ЛОС 6-8 недель, КОС 6-8 недель, КОС 6-8 недель, Доставка включена.;Отгружен ч;АКВА СТРОЙ ООО;Договор поставки № 578/25;Марухленко Давид Сергеевич;ПКНФ-00950 ;08.12.2025;;08.12.2025;08.12.2025;64990000;40000000;Канализационные очистные сооружения, усиленные ребрами Полипропилен/Металл BAZMAN КОС-ПП 10-УФ (м3/с;1
7649 - ПНС 5-7 недель, ПНС 10-12 недель, ЕНП 6-8 недель, ЕН 16шт 3-18 недель, ЛОС 6-8 недель, КОС 6-8 недель, КОС 6-8 недель, Доставка включена.;Отгружен ч;АКВА СТРОЙ ООО;Договор поставки № 578/25;Марухленко Давид Сергеевич;ПКНФ-00950 ;08.12.2025;;08.12.2025;08.12.2025;64990000;40000000;Канализационные очистные сооружения, усиленные ребрами Полипропилен/Металл BAZMAN КОС-ПП 33-УФ (м3/с;1
579- КНС, 8-10 рабочих недель , насосы 15-16 рабочих недель (без учета праздничных дней), Доставка товара включена ;В работе;ЭНЕРГОСИЛА ООО;Договор поставки № 726/25;Сидоренко Александр;ПКНФ-00952 ;08.12.2025;15.12.2025;16.02.2026;08.12.2025;5585000;3909500;Канализационная насосная станция КСС-КНС-2400-6500 в корпусе,;1
7614 - КНС 2 шт, 6-8 недель, насосы 9-11 недель, Доставка оборудования включена в стоимость;к отгрузке;ГИДРОСИСТЕМА ООО;Договор поставки №520/24;Салогуб Денис;ПКНФ-00956 ;10.12.2025;16.12.2025;27.01.2026;10.12.2025;3521250;1700000;Канализационная насосная станция в корпусе из стеклопластика КСС-КНС-1-1400-3500, на базе насосов CN;1
7614 - КНС 2 шт, 6-8 недель, насосы 9-11 недель, Доставка оборудования включена в стоимость;к отгрузке;ГИДРОСИСТЕМА ООО;Договор поставки №520/24;Салогуб Денис;ПКНФ-00956 ;10.12.2025;16.12.2025;27.01.2026;10.12.2025;3521250;1700000;Канализационная насосная станция в корпусе из стеклопластика КСС-КНС-2-2400-5900, на базе насосов CN;1
3024 - МБО 6-8 недель (без учета праздничных дней). Доставка включена.;к отгрузке;ТД ЛЕКС ООО;Договор поставки № 681/25;Пикалов Владимир ;ПКНФ-00959 ;11.12.2025;17.12.2025;28.01.2026;11.12.2025;293600;293600;КСС-МБО-6, производительность 6 л/с, D=1600 мм, L=3900 мм;1
7719 - ЕН - 4шт, ВНС, ПНС, ЕНП   срок поставки 42 дня;к отгрузке;КСС РОСТОВ ООО;Основной договор 1/18;Ефименко Александр ;ПКНФ-00960 ;12.12.2025;12.12.2025;23.01.2025;12.12.2025;7922000;5300000;Емкость накопительная КСС-ЕН-100, D=3000 мм, L=14400 мм, объем 100 м3;2
7719 - ЕН - 4шт, ВНС, ПНС, ЕНП   срок поставки 42 дня;к отгрузке;КСС РОСТОВ ООО;Основной договор 1/18;Ефименко Александр ;ПКНФ-00960 ;12.12.2025;12.12.2025;23.01.2025;12.12.2025;7922000;5300000;Емкость накопительная КСС-ЕН-75, D=3000 мм, L=10800 мм, объем 75 м3;1
7719 - ЕН - 4шт, ВНС, ПНС, ЕНП   срок поставки 42 дня;к отгрузке;КСС РОСТОВ ООО;Основной договор 1/18;Ефименко Александр ;ПКНФ-00960 ;12.12.2025;12.12.2025;23.01.2025;12.12.2025;7922000;5300000;Насосная станция повышения давления в корпусе КСС-BНС-3000-5800;1
7719 - ЕН - 4шт, ВНС, ПНС, ЕНП   срок поставки 42 дня;к отгрузке;КСС РОСТОВ ООО;Основной договор 1/18;Ефименко Александр ;ПКНФ-00960 ;12.12.2025;12.12.2025;23.01.2025;12.12.2025;7922000;5300000;Насосная станция пожаротушения в корпусе КСС-ПНС-3600-5800;1
7883 - ЕН 1 шт, 6-8 недель , Доставка товара включена в стоимость ;к отгрузке;ДОРСТРОЙ ООО;Договор поставки № 729/25;Собиев Олег;ПКНФ-00969 ;19.12.2025;23.12.2025;27.01.2026;19.12.2025;1484600;1039220;Емкость накопительная, КСС-ЕН-90, D=3200 мм, L=11500 мм, объем 90 м3;1
5882.1, 5882.2 - ЕН 2шт., ПНС 1 шт. ШМ и комплекс  работ, ШМ и ПНР, 9-16 недель, Доставка включена;к отгрузке;СТРОЙ-ИМПУЛЬС ООО;Договор поставки № 732/25;Сидоренко Александр;ПКНФ-00970 ;22.12.2025;26.01.2026;22.12.2025;22.12.2025;12508000;7649600;Емкость накопительная, произведенная из стеклопластика  КСС-ЕН-250, D=4200 мм, L=19000 мм, объем 250;2
5882.1, 5882.2 - ЕН 2шт., ПНС 1 шт. ШМ и комплекс  работ, ШМ и ПНР, 9-16 недель, Доставка включена;к отгрузке;СТРОЙ-ИМПУЛЬС ООО;Договор поставки № 732/25;Сидоренко Александр;ПКНФ-00970 ;22.12.2025;26.01.2026;22.12.2025;22.12.2025;12508000;7649600;Насосная станция пожаротушения в корпусе из стеклопластика  КСС-ПНС-3200-6200 на базе установки КСС-;1
5882.3, 5882.4  - ЕН 2 шт, 5882.5 ВНС в корпусе 9-16 недель, Доставка товара включена ;к отгрузке;СТРОЙ-ИМПУЛЬС ООО;Договор поставки № 732/25;Сидоренко Александр;ПКНФ-00971 ;22.12.2025;26.01.2026;22.12.2025;22.12.2025;9040000;5232500;Емкость накопительная, произведенная из стеклопластика  КСС-ЕН-1- 200, D=4200 мм, L=14500 мм, объем;1
5882.3, 5882.4  - ЕН 2 шт, 5882.5 ВНС в корпусе 9-16 недель, Доставка товара включена ;к отгрузке;СТРОЙ-ИМПУЛЬС ООО;Договор поставки № 732/25;Сидоренко Александр;ПКНФ-00971 ;22.12.2025;26.01.2026;22.12.2025;22.12.2025;9040000;5232500;Емкость накопительная, произведенная из стеклопластика КСС-ЕН-2- 200, D=4200 мм, L=14500 мм, объем 2;1
5882.3, 5882.4  - ЕН 2 шт, 5882.5 ВНС в корпусе 9-16 недель, Доставка товара включена ;к отгрузке;СТРОЙ-ИМПУЛЬС ООО;Договор поставки № 732/25;Сидоренко Александр;ПКНФ-00971 ;22.12.2025;26.01.2026;22.12.2025;22.12.2025;9040000;5232500;Насосная станция повышения давления в корпусе,КСС-ВНС-3000-6300;1
7936 - Септик, 6-8 недель, Доставка ?;В работе;ЭНЕРГОСТРОЙКОМПЛЕКС ООО;Договор №209/22;Салогуб Денис;ПКНФ-00972 ;22.12.2025;26.12.2025;22.12.2025;22.12.2025;800000;400000;Септик, произведенный из армированного стеклопластика методом машинной намотки КСС-СП-45, D=2500 мм,;1
5588 - станция очистки (компл), 3-4 недели, Доставка товара включена в стоимость  ;В работе;ГАРАНТ-СТРОЙ ООО;Договор поставки № 733/25;Сидоренко Александр;ПКНФ-00975 ;24.12.2025;;24.12.2025;24.12.2025;775000;775000;Станция очистки бытовых сточных вод серии ""ТРИУМФ - 20 лонг"", КНС, УФ с/т;1
6176 - КНС - 2шт, ПНС, ЛОС, ЕН - 2шт, ремни. 7-10 недель, доставка и ПНР включены ! РЕМНИ ОТДЕЛЬНО;к отгрузке;КСС РОСТОВ ООО;Основной договор 1/18;Лесниченко Артем Евгеньевич;ПКНФ-00980 ;26.12.2025;19.01.2026;26.12.2025;26.12.2025;16600000;8000000;Канализационная насосная станция КСС-ГКНС-1-3600-15000, на базе насосов 200WQ270-10-11;1
6176 - КНС - 2шт, ПНС, ЛОС, ЕН - 2шт, ремни. 7-10 недель, доставка и ПНР включены ! РЕМНИ ОТДЕЛЬНО;к отгрузке;КСС РОСТОВ ООО;Основной договор 1/18;Лесниченко Артем Евгеньевич;ПКНФ-00980 ;26.12.2025;19.01.2026;26.12.2025;26.12.2025;16600000;8000000;Ремень стяжной 10,0/20,0/12000 100мм;26
6176 - КНС - 2шт, ПНС, ЛОС, ЕН - 2шт, ремни. 7-10 недель, доставка и ПНР включены ! РЕМНИ ОТДЕЛЬНО;к отгрузке;КСС РОСТОВ ООО;Основной договор 1/18;Лесниченко Артем Евгеньевич;ПКНФ-00980 ;26.12.2025;19.01.2026;26.12.2025;26.12.2025;16600000;8000000;Канализационная насосная станция КСС-ГКНС-2-3600-13000, на базе насосов 50WQ10-7-0.55;1
