order_name;status;contragent;dogovor;manager;order_number;order_date;scheme_date;logistic_date;create_date;payment_amount;payment_current;product_name;qty
5415 - ЕН и ВНС и ПНС, 9- 13 раб недель, Договор 552/24 ;Отгружен ч;МАРС-Р ЗАО;Договор поставки №522/24;Собиев Олег;ПКНФ-00389;13.12.2024;09.01.2025;13.12.2024;13.12.2024;24883300;22349970;Емкость накопительная питьевая  КСС-ЕНП-3 46,5, D=3000 мм, L=6600 мм;4
5415 - ЕН и ВНС и ПНС, 9- 13 раб недель, Договор 552/24 ;Отгружен ч;МАРС-Р ЗАО;Договор поставки №522/24;Собиев Олег;ПКНФ-00389;13.12.2024;09.01.2025;13.12.2024;13.12.2024;24883300;22349970;Емкость накопительная питьевая, КСС-ЕНП-4 45,5, D=3000 мм, L=6600 мм, объем 46,5 м3;4
5415 - ЕН и ВНС и ПНС, 9- 13 раб недель, Договор 552/24 ;Отгружен ч;МАРС-Р ЗАО;Договор поставки №522/24;Собиев Олег;ПКНФ-00389;13.12.2024;09.01.2025;13.12.2024;13.12.2024;24883300;22349970;Емкость накопительная, КСС-ЕН-5 50 D=3000 мм, L=7300 мм, объем 50 м3;1
5415 - ЕН и ВНС и ПНС, 9- 13 раб недель, Договор 552/24 ;Отгружен ч;МАРС-Р ЗАО;Договор поставки №522/24;Собиев Олег;ПКНФ-00389;13.12.2024;09.01.2025;13.12.2024;13.12.2024;24883300;22349970;Насосная станция повышения давления в корпусе на базе установки повышения давления КСС-МЧ-2 CDM65-2-;1
5901- На основании OFERTA Nº 24122001 от 20.12.2024 г.  17-19 нед. доставка,  монтаж, пнр.;к отгрузке;РОМЕКС-КУБАНЬ ООО;Договор №312/23;Сидоренко Александр;ПКНФ-00423 ;22.01.2025;;22.01.2025;22.01.2025;37500000;37500000;Канализационная насосная станция 50м3 напор 15м ( ксс);1
5901- На основании OFERTA Nº 24122001 от 20.12.2024 г.  17-19 нед. доставка,  монтаж, пнр.;к отгрузке;РОМЕКС-КУБАНЬ ООО;Договор №312/23;Сидоренко Александр;ПКНФ-00423 ;22.01.2025;;22.01.2025;22.01.2025;37500000;37500000;Усреднительный резервуар 75 ( емкость накопительная);1
5901- На основании OFERTA Nº 24122001 от 20.12.2024 г.  17-19 нед. доставка,  монтаж, пнр.;к отгрузке;РОМЕКС-КУБАНЬ ООО;Договор №312/23;Сидоренко Александр;ПКНФ-00423 ;22.01.2025;;22.01.2025;22.01.2025;37500000;37500000;Блок наземных технологических павильонов:;1
5901- На основании OFERTA Nº 24122001 от 20.12.2024 г.  17-19 нед. доставка,  монтаж, пнр.;к отгрузке;РОМЕКС-КУБАНЬ ООО;Договор №312/23;Сидоренко Александр;ПКНФ-00423 ;22.01.2025;;22.01.2025;22.01.2025;37500000;37500000;Блок подземных резервуаров биологической очистки Блок вертикальных пескоуловителей КНС подачи очищ;1
5125 - скорректировать сумму Аэротерминал, аванс, монтаж и оборудование (изделие списать перемещением, наряд отправить с первой отгрузкой);В работе;АЭРОТЕРМИНАЛ ООО;Договор субподряда №АТ-24-Д450;Сидоренко Александр;ПКНФ-00427 ;28.01.2025;;28.01.2025;28.01.2025;20087877;10043938.83;КСС-МЧ4-SMM100-65-200-30_2 +АВР+ЭЗ;1
5673 - КНС, 6-8 недель, доставка ( доставку включила в тоимость ШМ - 60 000);к отгрузке;СЗ ""Метрикс Небуг ООО;Договор поставки с шеф-монтажом № МН-К 17-02-25;Салогуб Денис;ПКНФ-00472 ;21.02.2025;11.03.2025;21.02.2025;21.02.2025;2100000;2100000;Канализационная насосная станция в корпусе из стеклопластика КСС-КНС-2000-5600;1
4386 - ПНС, 12-14 недель, Доставка товара включена в стоимость ;к отгрузке;АГРОСТРОЙПОДРЯД ООО;Договор №406/24;Собиев Олег;ПКНФ-00476 ;20.03.2025;;20.03.2025;20.03.2025;7553500;7103500;Насосная станция пожаротушения в корпусе КСС-ПНС-4200-3900 КСС-П-2 NIS200-150-400G/90+АВР+ЖНCDM3-13+;1
6055 - КНС, пуско-наладка, доставка включена. корпус 6-7 нед, насосы 9-11 нед. ;к отгрузке;КМКК ЗАО;Договор поставки №404;Салогуб Денис;ПКНФ-00531 ;17.04.2025;;17.04.2025;17.04.2025;8430000;8050000;Канализационная насосная станция из стеклопластика КСС-КНС-4200-6300, на базе насосов CNP 200WQ400-3;1
6574 - КР, ЛОС, УФ (5-8 нед), ХОЗ. БЫТ (10-11 нед),. Доставка, ПНР включены.;к отгрузке;РОМЕКС-КУБАНЬ ООО;Договор №312/23;Сидоренко Александр;ПКНФ-00594 ;21.05.2025;19.06.2025;07.07.2025;21.05.2025;12954000;12954000;Станция очистки хозяйственно- бытовых сточных вод, 10м3/сут;1
6574 - КР, ЛОС, УФ (5-8 нед), ХОЗ. БЫТ (10-11 нед),. Доставка, ПНР включены.;к отгрузке;РОМЕКС-КУБАНЬ ООО;Договор №312/23;Сидоренко Александр;ПКНФ-00594 ;21.05.2025;19.06.2025;07.07.2025;21.05.2025;12954000;12954000;Колодец распределительный стеклопластиковый КСС- КР, D=2000 мм, Н=2800 мм;1
6574 - КР, ЛОС, УФ (5-8 нед), ХОЗ. БЫТ (10-11 нед),. Доставка, ПНР включены.;к отгрузке;РОМЕКС-КУБАНЬ ООО;Договор №312/23;Сидоренко Александр;ПКНФ-00594 ;21.05.2025;19.06.2025;07.07.2025;21.05.2025;12954000;12954000;КСС-ЛОС-40, производительность 40 л/с, D=2400 мм, L=10000 мм, для глубины заложения трассы до 2500 м;1
5406 - КНС 8шт, насосы, КР 14шт., корпуса    насосной    станции:    12-18    рабочих    недель, Срок поставки насосного оборудования: 16-18 рабочих недель, Самовывоз;к отгрузке;БЛОРЭЙ;Договор поставки №14 ОР_0680-150523;Сидоренко Александр;ПКНФ-00635 ;11.06.2025;;11.06.2025;11.06.2025;159923000;159923000;Корпус колодца гашения напора стеклопластиковый  КСС-КГН  2,3     D=2500  мм, Н=2470 мм;1
5406 - КНС 8шт, насосы, КР 14шт., корпуса    насосной    станции:    12-18    рабочих    недель, Срок поставки насосного оборудования: 16-18 рабочих недель, Самовывоз;к отгрузке;БЛОРЭЙ;Договор поставки №14 ОР_0680-150523;Сидоренко Александр;ПКНФ-00635 ;11.06.2025;;11.06.2025;11.06.2025;159923000;159923000;Корпус канализационной насосной станции КСС-КНС-1      4000-9300      произведенны      из;1
5406 - КНС 8шт, насосы, КР 14шт., корпуса    насосной    станции:    12-18    рабочих    недель, Срок поставки насосного оборудования: 16-18 рабочих недель, Самовывоз;к отгрузке;БЛОРЭЙ;Договор поставки №14 ОР_0680-150523;Сидоренко Александр;ПКНФ-00635 ;11.06.2025;;11.06.2025;11.06.2025;159923000;159923000;Насос      канализационный      погружной:      KQ 250WQ650-12-30    длина    кабеля    –    15м,   ;3
5406 - КНС 8шт, насосы, КР 14шт., корпуса    насосной    станции:    12-18    рабочих    недель, Срок поставки насосного оборудования: 16-18 рабочих недель, Самовывоз;к отгрузке;БЛОРЭЙ;Договор поставки №14 ОР_0680-150523;Сидоренко Александр;ПКНФ-00635 ;11.06.2025;;11.06.2025;11.06.2025;159923000;159923000;Корпус    канализационной    насосной    станции КСС-КНС-2а     4000-8700     произведенный    из а;1
5406 - КНС 8шт, насосы, КР 14шт., корпуса    насосной    станции:    12-18    рабочих    недель, Срок поставки насосного оборудования: 16-18 рабочих недель, Самовывоз;к отгрузке;БЛОРЭЙ;Договор поставки №14 ОР_0680-150523;Сидоренко Александр;ПКНФ-00635 ;11.06.2025;;11.06.2025;11.06.2025;159923000;159923000;Насос      канализационный      погружной:      KQ 250WQ650-12-30    длина    кабеля    –    15м,   ;3
5406 - КНС 8шт, насосы, КР 14шт., корпуса    насосной    станции:    12-18    рабочих    недель, Срок поставки насосного оборудования: 16-18 рабочих недель, Самовывоз;к отгрузке;БЛОРЭЙ;Договор поставки №14 ОР_0680-150523;Сидоренко Александр;ПКНФ-00635 ;11.06.2025;;11.06.2025;11.06.2025;159923000;159923000;Корпус  канализационной  насосной  станции  КСС- КНС-2в         4000-8700         произведенный;1
5406 - КНС 8шт, насосы, КР 14шт., корпуса    насосной    станции:    12-18    рабочих    недель, Срок поставки насосного оборудования: 16-18 рабочих недель, Самовывоз;к отгрузке;БЛОРЭЙ;Договор поставки №14 ОР_0680-150523;Сидоренко Александр;ПКНФ-00635 ;11.06.2025;;11.06.2025;11.06.2025;159923000;159923000;Насос      канализационный      погружной:      KQ 250WQ650-12-30    длина    кабеля    –    15м,   ;3
5406 - КНС 8шт, насосы, КР 14шт., корпуса    насосной    станции:    12-18    рабочих    недель, Срок поставки насосного оборудования: 16-18 рабочих недель, Самовывоз;к отгрузке;БЛОРЭЙ;Договор поставки №14 ОР_0680-150523;Сидоренко Александр;ПКНФ-00635 ;11.06.2025;;11.06.2025;11.06.2025;159923000;159923000;Корпус  канализационной  насосной  станции  КСС- КНС-2.1        4000-9600        произведенноый;1
5406 - КНС 8шт, насосы, КР 14шт., корпуса    насосной    станции:    12-18    рабочих    недель, Срок поставки насосного оборудования: 16-18 рабочих недель, Самовывоз;к отгрузке;БЛОРЭЙ;Договор поставки №14 ОР_0680-150523;Сидоренко Александр;ПКНФ-00635 ;11.06.2025;;11.06.2025;11.06.2025;159923000;159923000;Насос       канализационный       погружной:       KQ 250WQ650-18-45 длина кабеля – 15м, в комплект;3
5406 - КНС 8шт, насосы, КР 14шт., корпуса    насосной    станции:    12-18    рабочих    недель, Срок поставки насосного оборудования: 16-18 рабочих недель, Самовывоз;к отгрузке;БЛОРЭЙ;Договор поставки №14 ОР_0680-150523;Сидоренко Александр;ПКНФ-00635 ;11.06.2025;;11.06.2025;11.06.2025;159923000;159923000;Корпус  канализационной  насосной  станции  КСС- КНС-2.2         4000-9600         произведенный;1
5406 - КНС 8шт, насосы, КР 14шт., корпуса    насосной    станции:    12-18    рабочих    недель, Срок поставки насосного оборудования: 16-18 рабочих недель, Самовывоз;к отгрузке;БЛОРЭЙ;Договор поставки №14 ОР_0680-150523;Сидоренко Александр;ПКНФ-00635 ;11.06.2025;;11.06.2025;11.06.2025;159923000;159923000;Насос       канализационный       погружной:       KQ 250WQ650-18-45 длина кабеля – 15м, в комплект;3
5406 - КНС 8шт, насосы, КР 14шт., корпуса    насосной    станции:    12-18    рабочих    недель, Срок поставки насосного оборудования: 16-18 рабочих недель, Самовывоз;к отгрузке;БЛОРЭЙ;Договор поставки №14 ОР_0680-150523;Сидоренко Александр;ПКНФ-00635 ;11.06.2025;;11.06.2025;11.06.2025;159923000;159923000;Корпус канализационной насосной станции КСС- КНС-2.3        4000-9700        произведенный        и;1
5406 - КНС 8шт, насосы, КР 14шт., корпуса    насосной    станции:    12-18    рабочих    недель, Срок поставки насосного оборудования: 16-18 рабочих недель, Самовывоз;к отгрузке;БЛОРЭЙ;Договор поставки №14 ОР_0680-150523;Сидоренко Александр;ПКНФ-00635 ;11.06.2025;;11.06.2025;11.06.2025;159923000;159923000;Насос       канализационный       погружной:       KQ 250WQ650-18-45 длина кабеля – 15м, в комплект;3
5406 - КНС 8шт, насосы, КР 14шт., корпуса    насосной    станции:    12-18    рабочих    недель, Срок поставки насосного оборудования: 16-18 рабочих недель, Самовывоз;к отгрузке;БЛОРЭЙ;Договор поставки №14 ОР_0680-150523;Сидоренко Александр;ПКНФ-00635 ;11.06.2025;;11.06.2025;11.06.2025;159923000;159923000;Корпус канализационной насосной станции КСС- КНС-2.4        4000-9700        произведенный        и;1
5406 - КНС 8шт, насосы, КР 14шт., корпуса    насосной    станции:    12-18    рабочих    недель, Срок поставки насосного оборудования: 16-18 рабочих недель, Самовывоз;к отгрузке;БЛОРЭЙ;Договор поставки №14 ОР_0680-150523;Сидоренко Александр;ПКНФ-00635 ;11.06.2025;;11.06.2025;11.06.2025;159923000;159923000;Насос       канализационный       погружной:       KQ 250WQ650-18-45 длина кабеля – 15м, в комплект;3
5406 - КНС 8шт, насосы, КР 14шт., корпуса    насосной    станции:    12-18    рабочих    недель, Срок поставки насосного оборудования: 16-18 рабочих недель, Самовывоз;к отгрузке;БЛОРЭЙ;Договор поставки №14 ОР_0680-150523;Сидоренко Александр;ПКНФ-00635 ;11.06.2025;;11.06.2025;11.06.2025;159923000;159923000;Корпус канализационной насосной станции КСС- КНС-3         4000-7500         произведенный;1
5406 - КНС 8шт, насосы, КР 14шт., корпуса    насосной    станции:    12-18    рабочих    недель, Срок поставки насосного оборудования: 16-18 рабочих недель, Самовывоз;к отгрузке;БЛОРЭЙ;Договор поставки №14 ОР_0680-150523;Сидоренко Александр;ПКНФ-00635 ;11.06.2025;;11.06.2025;11.06.2025;159923000;159923000;Насос       канализационный       погружной:       KQ 250WQ650-18-45 длина кабеля – 15м, в комплект;3
5406 - КНС 8шт, насосы, КР 14шт., корпуса    насосной    станции:    12-18    рабочих    недель, Срок поставки насосного оборудования: 16-18 рабочих недель, Самовывоз;к отгрузке;БЛОРЭЙ;Договор поставки №14 ОР_0680-150523;Сидоренко Александр;ПКНФ-00635 ;11.06.2025;;11.06.2025;11.06.2025;159923000;159923000;Корпус колодца гашения напора стеклопластиковый  КСС-КГН  1,14,  D=2500  мм, Н=2400 мм;1
5406 - КНС 8шт, насосы, КР 14шт., корпуса    насосной    станции:    12-18    рабочих    недель, Срок поставки насосного оборудования: 16-18 рабочих недель, Самовывоз;к отгрузке;БЛОРЭЙ;Договор поставки №14 ОР_0680-150523;Сидоренко Александр;ПКНФ-00635 ;11.06.2025;;11.06.2025;11.06.2025;159923000;159923000;Корпус колодца гашения напора стеклопластиковый  КСС-КГН  2,40  D=2500  мм, Н=2160 мм;1
5406 - КНС 8шт, насосы, КР 14шт., корпуса    насосной    станции:    12-18    рабочих    недель, Срок поставки насосного оборудования: 16-18 рабочих недель, Самовывоз;к отгрузке;БЛОРЭЙ;Договор поставки №14 ОР_0680-150523;Сидоренко Александр;ПКНФ-00635 ;11.06.2025;;11.06.2025;11.06.2025;159923000;159923000;Корпус колодца гашения напора стеклопластиковый  КСС-КГН  2,41,  D=2500  мм, Н=2230 мм;1
5406 - КНС 8шт, насосы, КР 14шт., корпуса    насосной    станции:    12-18    рабочих    недель, Срок поставки насосного оборудования: 16-18 рабочих недель, Самовывоз;к отгрузке;БЛОРЭЙ;Договор поставки №14 ОР_0680-150523;Сидоренко Александр;ПКНФ-00635 ;11.06.2025;;11.06.2025;11.06.2025;159923000;159923000;Корпус колодца гашения напора стеклопластиковый   КСС-КГН  2,42,  D=2500  мм,Н=2250 мм"";1
5406 - КНС 8шт, насосы, КР 14шт., корпуса    насосной    станции:    12-18    рабочих    недель, Срок поставки насосного оборудования: 16-18 рабочих недель, Самовывоз;к отгрузке;БЛОРЭЙ;Договор поставки №14 ОР_0680-150523;Сидоренко Александр;ПКНФ-00635 ;11.06.2025;;11.06.2025;11.06.2025;159923000;159923000;Корпус колодца гашения напора стеклопластиковый  КСС-КГН  2,43,  D=2500  мм, Н=2530 мм;1
5406 - КНС 8шт, насосы, КР 14шт., корпуса    насосной    станции:    12-18    рабочих    недель, Срок поставки насосного оборудования: 16-18 рабочих недель, Самовывоз;к отгрузке;БЛОРЭЙ;Договор поставки №14 ОР_0680-150523;Сидоренко Александр;ПКНФ-00635 ;11.06.2025;;11.06.2025;11.06.2025;159923000;159923000;Корпус колодца гашения напора стеклопластиковый   КСС-КГН   3,1   D=2500   мм, Н=2000 мм;1
5406 - КНС 8шт, насосы, КР 14шт., корпуса    насосной    станции:    12-18    рабочих    недель, Срок поставки насосного оборудования: 16-18 рабочих недель, Самовывоз;к отгрузке;БЛОРЭЙ;Договор поставки №14 ОР_0680-150523;Сидоренко Александр;ПКНФ-00635 ;11.06.2025;;11.06.2025;11.06.2025;159923000;159923000;Корпус соединительного колодца стеклопластиковый   КСС-КС   2,2а   D=2500   мм, Н=5200 мм;1
5406 - КНС 8шт, насосы, КР 14шт., корпуса    насосной    станции:    12-18    рабочих    недель, Срок поставки насосного оборудования: 16-18 рабочих недель, Самовывоз;к отгрузке;БЛОРЭЙ;Договор поставки №14 ОР_0680-150523;Сидоренко Александр;ПКНФ-00635 ;11.06.2025;;11.06.2025;11.06.2025;159923000;159923000;Корпус соединительного колодца их стеклопластика КСС-КС 2,3а   D=3600   мм, Н=2740 мм;1
5406 - КНС 8шт, насосы, КР 14шт., корпуса    насосной    станции:    12-18    рабочих    недель, Срок поставки насосного оборудования: 16-18 рабочих недель, Самовывоз;к отгрузке;БЛОРЭЙ;Договор поставки №14 ОР_0680-150523;Сидоренко Александр;ПКНФ-00635 ;11.06.2025;;11.06.2025;11.06.2025;159923000;159923000;Корпус соединительного колодца стеклопластикового   КСС-КС   2,37   D=3600   мм, Н=5960 мм;1
5406 - КНС 8шт, насосы, КР 14шт., корпуса    насосной    станции:    12-18    рабочих    недель, Срок поставки насосного оборудования: 16-18 рабочих недель, Самовывоз;к отгрузке;БЛОРЭЙ;Договор поставки №14 ОР_0680-150523;Сидоренко Александр;ПКНФ-00635 ;11.06.2025;;11.06.2025;11.06.2025;159923000;159923000;Корпус соединительнго колодца из стеклопластика  КСС-КС   2,38   D=2500   мм, Н=6030 мм;1
5406 - КНС 8шт, насосы, КР 14шт., корпуса    насосной    станции:    12-18    рабочих    недель, Срок поставки насосного оборудования: 16-18 рабочих недель, Самовывоз;к отгрузке;БЛОРЭЙ;Договор поставки №14 ОР_0680-150523;Сидоренко Александр;ПКНФ-00635 ;11.06.2025;;11.06.2025;11.06.2025;159923000;159923000;Корпус соединительго колодца из стеклопластика КСС-КС 2,39   D=2500   мм, Н=6150 мм;1
5406 - КНС 8шт, насосы, КР 14шт., корпуса    насосной    станции:    12-18    рабочих    недель, Срок поставки насосного оборудования: 16-18 рабочих недель, Самовывоз;к отгрузке;БЛОРЭЙ;Договор поставки №14 ОР_0680-150523;Сидоренко Александр;ПКНФ-00635 ;11.06.2025;;11.06.2025;11.06.2025;159923000;159923000;Корпус распределительного колодца стеклопластиковый   КСС-КР   2,44   D=3000   мм, Н=2500 мм;1
5406 - КНС 8шт, насосы, КР 14шт., корпуса    насосной    станции:    12-18    рабочих    недель, Срок поставки насосного оборудования: 16-18 рабочих недель, Самовывоз;к отгрузке;БЛОРЭЙ;Договор поставки №14 ОР_0680-150523;Сидоренко Александр;ПКНФ-00635 ;11.06.2025;;11.06.2025;11.06.2025;159923000;159923000;Корпус распределительного колодца стеклопластиковый   КСС-КР   2,45   D=3000   мм, Н=2600 мм;1
5395У - ПНС, 6-9 недель, Доставка до объекта включена;В работе;ЧИСТАЯ ЭНЕРГИЯ ООО;Договор №315/23;Сидоренко Александр;ПКНФ-00636 ;19.11.2025;;19.11.2025;19.11.2025;1188000;300000;Установка пожаротушения Q=108 м3/ч, Н=38,15 м КСС-П-2 CDM85-3+АВР+2ЭЗ;1
6611.1 - надземный блок-контейнер , 8-10 недель, Самовывоз оборудования со склада Поставщика;к отгрузке;БЛОРЭЙ;Договор поставки № 538/25;Сидоренко Александр;ПКНФ-00638 ;17.06.2025;27.06.2025;18.06.2025;17.06.2025;1056000;1056000;Надземный блок -контейнер для обслуживания насосной станции пожаротушения;1
6834 СЧЕТ НА РАБОТЫ ОТ ГИДРОСИСТЕМА ( сумма договора 57 053 223,19);В работе;АЭРОТЕРМИНАЛ ООО;Договор субподряда №АТ-25-Д517;Сидоренко Александр;ПКНФ-00639 ;17.06.2025;;17.06.2025;17.06.2025;57053223.19;36394759.49;АВАНС 50% ПО ДОГОВОРУ СУБПОДРЯДА №АТ-25-Д517 от 22.04.2025;1
4543 - КНС, 6-8 рабочих недель, насосы 9-11 рабочих недель, Доставка товара включена в стоимость  ;к отгрузке;АЛЬПИНА-Сервис;Договор поставки № 544/25;Сидоренко Александр;ПКНФ-00700 ;24.07.2025;12.11.2025;24.12.2025;24.07.2025;1410000;987000;Канализационная насосная станция в корпусе из стеклопластика КСС-КНС-1600-8600;1
6661  - ПНС, 6-9 недель;к отгрузке;ПРОМГИДРО ООО;Договор поставки № 637/25;Менеджер;ПКНФ-00709 ;29.07.2025;30.07.2025;09.09.2025;29.07.2025;1335200;1335200;КСС-П-3 EST80-200/220+ЖН EVR4 9+ГА250+2ЭЗ+АВР+РК;1
6754 - КНС, 6-8 недель, насосы 9-11 недель, Доставка товара включена в стоимость ;к отгрузке;Ифантиди Яков Спиридонович ИП;Договор поставки № 640/25;Сидоренко Александр;ПКНФ-00715 ;25.08.2025;11.09.2025;27.10.2025;25.08.2025;4162000;2081000;Канализационная насосная станция в корпусе из стеклопластика КСС-КНС-3200-4800;1
7148 - ЕН 3 шт, 7-9 недель, Самовывоз;В работе;Заводнов Павел Геннадьевич ИП;Договор поставки № 653/25;Сидоренко Александр;ПКНФ-00739 ;15.08.2025;;20.10.2025;15.08.2025;3267810;3267810;Емкость накопительная для питьевой воды из полиэтилена КСС-ЕНП-20, D=2000 мм, L=6400 мм, объем 20 м3;1
7148 - ЕН 3 шт, 7-9 недель, Самовывоз;В работе;Заводнов Павел Геннадьевич ИП;Договор поставки № 653/25;Сидоренко Александр;ПКНФ-00739 ;15.08.2025;;20.10.2025;15.08.2025;3267810;3267810;Емкость накопительная из стеклопластика КСС-ЕН-100, D=3600 мм, L=10200 мм, объем 100 м3;2
6652 - ЕН, 7-9 недель, Доставка включена в стоимость;к отгрузке;Филиал ТС Стандартпарк (Краснодар);Договор поставки № 656/25;Пикалов Владимир ;ПКНФ-00744 ;01.11.2025;;01.11.2025;01.11.2025;1455500;1455500;Емкость накопительная, произведенная из стеклопластика КСС-ЕН-90, D=3000 мм, L=13000 мм, объем 90 м3;1
7148.3 - ВНС в корпусе, 7-9 недель, Самовывоз оборудования ;к отгрузке;Заводнов Павел Геннадьевич ИП;Договор поставки № 653/25;Сидоренко Александр;ПКНФ-00746 ;21.08.2025;;09.10.2025;21.08.2025;743000;743000;Насосная станция повышения давления в корпусе из стеклопластика КСС-BНС-2000-3050;1
7211 - КНС, 5-7 недель, насосы 9-11 недель, Доставка оборудования включена в стоимость;к отгрузке;Филиал ТС Стандартпарк (Краснодар);Договор поставки № 656/25;Пикалов Владимир ;ПКНФ-00747 ;01.11.2025;;01.11.2025;01.11.2025;3102200;1861320;Канализационная насосная станция в корпусе из стеклопластика КСС-КНС-3000-6900;1
7363 - ЕН, Септик, ЛОС, ПНС 7-9 недель, Доставка товара включена в стоимость ;В работе;КапиталСтройАльянс ООО;Договор поставки № 666/25;Марухленко Давид Сергеевич;ПКНФ-00782 ;25.11.2025;;25.11.2025;25.11.2025;5550000;2550000;Емкость накопительная, произведенная из стеклопластика КСС-ЕН-100, D=3000 мм, L=14600  мм,  объем  1;1
7363 - ЕН, Септик, ЛОС, ПНС 7-9 недель, Доставка товара включена в стоимость ;В работе;КапиталСтройАльянс ООО;Договор поставки № 666/25;Марухленко Давид Сергеевич;ПКНФ-00782 ;25.11.2025;;25.11.2025;25.11.2025;5550000;2550000;Септик, произведенный из армированного стеклопластика методом машинной намотки КСС-СП-15, D=2000 мм,;1
7363 - ЕН, Септик, ЛОС, ПНС 7-9 недель, Доставка товара включена в стоимость ;В работе;КапиталСтройАльянс ООО;Договор поставки № 666/25;Марухленко Давид Сергеевич;ПКНФ-00782 ;25.11.2025;;25.11.2025;25.11.2025;5550000;2550000;Модульная установка локальных очистных сооружений ливневых стоков КСС-ЛОС-50 50 л/с, D=2400 мм, L=11;1
7363 - ЕН, Септик, ЛОС, ПНС 7-9 недель, Доставка товара включена в стоимость ;В работе;КапиталСтройАльянс ООО;Договор поставки № 666/25;Марухленко Давид Сергеевич;ПКНФ-00782 ;25.11.2025;;25.11.2025;25.11.2025;5550000;2550000;Автоматическая насосная станция пожаротушения КСС-П-2 NIS100-65-200-30-ЖН CDM5-8-ГА50- АВР-РК-2ЭЗ;1
7375 - комплект, 1 насос 2-3 ндели, 2 насос 9-11 нед.;к отгрузке;АЛЬКАСАР ООО;Договор поставки № 672/25;Салогуб Денис;ПКНФ-00797 ;22.10.2025;;22.10.2025;22.10.2025;634800;634800;Насосы CNP100WQ65-15-5.5W(I) (длина кабеля– 9 м), в комплекте с автоматической трубной муфтой DN100;2
7375 - комплект, 1 насос 2-3 ндели, 2 насос 9-11 нед.;к отгрузке;АЛЬКАСАР ООО;Договор поставки № 672/25;Салогуб Денис;ПКНФ-00797 ;22.10.2025;;22.10.2025;22.10.2025;634800;634800;Внутренняя трубная обвязка из нерж. ст. AISI 304 DN125;1
7375 - комплект, 1 насос 2-3 ндели, 2 насос 9-11 нед.;к отгрузке;АЛЬКАСАР ООО;Договор поставки № 672/25;Салогуб Денис;ПКНФ-00797 ;22.10.2025;;22.10.2025;22.10.2025;634800;634800;Корзина сороудерживающая DN250, нерж. ст. AISI 304;1
4669 - КНС, корпус 6-9 нед, насосы 10-12 нед.;к отгрузке;КСС РОСТОВ ООО;Основной договор 1/18;Лесниченко Артем Евгеньевич;ПКНФ-00812 ;02.10.2025;02.10.2025;02.10.2025;02.10.2025;3722500;1500000;КСС-КНС-3000-6000, на базе насосов CNP 100SSC100-65-75.;1
7417 - ЛОС, согласован с Антоном 5-7 недель, Доставка включена;В работе;ООО «СЗ «Стройком»;Основной договор;Сергеев Дмитрий Владимирович;ПКНФ-00831 ;27.11.2025;;27.11.2025;27.11.2025;2551200;1275600;Ремень стяжной 7,0/14,0/10000 75мм;12
7417 - ЛОС, согласован с Антоном 5-7 недель, Доставка включена;В работе;ООО «СЗ «Стройком»;Основной договор;Сергеев Дмитрий Владимирович;ПКНФ-00831 ;27.11.2025;;27.11.2025;27.11.2025;2551200;1275600;Модульная установка КСС-ЛОС-120, состоящая из 3 камер, 120 л/с, D=3200 мм, L=12000 мм;1
7038 - КНС, 7-9 недель, насосы 9-11 недель, Доставка товара включена в стоимость ;В работе;АКВА СТРОЙ ООО;Договор поставки № 578/25;Марухленко Давид Сергеевич;ПКНФ-00832 ;13.10.2025;;13.10.2025;13.10.2025;5335000;1600500;Канализационная насосная станция в корпусе КСС-КНС-3200-5200, на базе насосов CNP Q=457,2 м3/ч, H=8;1
7038 - КНС, 7-9 недель, насосы 9-11 недель, Доставка товара включена в стоимость ;В работе;АКВА СТРОЙ ООО;Договор поставки № 578/25;Марухленко Давид Сергеевич;ПКНФ-00832 ;13.10.2025;;13.10.2025;13.10.2025;5335000;1600500;Канализационная насосная станция в корпусе КСС-КНС-2400-5700, на базе насосов CNP Q=89 м3/ч, H=15м;1
6167 - КНС, ПОПЛАВКИ 25 МЕТРОВ 6-8 недель, Доставка товара включена в стоимость ;В работе;Славтэк-Юг ООО;Договор поставки № 686/25;Сидоренко Александр;ПКНФ-00836 ;13.10.2025;21.11.2025;15.01.2026;13.10.2025;1473750;1031625;Канализационная насосная станция в корпусе КСС-КНС-2000-3500, на базе насосов CNP Q=200м3/ч, H=30 м;1
7550 - КНС 1 шт, 5-7 недель согласован с Антоном, насосы 9-11 недель , Доставка включена;В работе;ООО «СЗ «Стройком»;Договор поставки № 684/25;Сергеев Дмитрий Владимирович;ПКНФ-00838 ;27.11.2025;;27.11.2025;27.11.2025;2655000;1327500;Канализационная насосная станция в корпусе из  стеклопластика КСС-КНС-1-2400-3900;1
7024 - КНС 2 шт, 7-9 недель, насосы 9-11 недель, Доставка товара включена в стоимость ;В работе;АКВА СТРОЙ ООО;Договор поставки № 578/25;Марухленко Давид Сергеевич;ПКНФ-00841 ;14.10.2025;;14.10.2025;14.10.2025;4924000;1477200;Канализационная насосная станция в корпусе КСС-КНС-1-3200-6100;1
7024 - КНС 2 шт, 7-9 недель, насосы 9-11 недель, Доставка товара включена в стоимость ;В работе;АКВА СТРОЙ ООО;Договор поставки № 578/25;Марухленко Давид Сергеевич;ПКНФ-00841 ;14.10.2025;;14.10.2025;14.10.2025;4924000;1477200;Канализационная насосная станция в корпусе КСС-КНС-2000-3700;1
